cooking_suitability_id,seafood_item_id,fish_name,scientific_name,cooking_method_id,cooking_method_code,cooking_method,cooking_method_ms,suitability_score,reason_en,reason_ms,source,updated_at
cb68af03-bb89-5ca2-9798-3468ca0f2cce,3b4727fe-fcd7-568d-8edd-0d4862da14b9,Bawal Hitam,Parastromateus niger,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,2,Heavy spice buries the delicate flavour you paid for.,Rempah pekat menenggelamkan rasa halus yang mahal ini.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
8e479c63-3284-5d46-ab84-e1675d653891,6169fc2a-3362-5575-a0fd-c92fb029d921,Bawal Putih,Pampus chinensis,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,3,"Holds up in gravy, though the delicate flavour is lost.","Tahan dalam kuah, tetapi rasa halusnya hilang.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
8bef08b1-4ecc-5093-955d-681e4d53a224,bce9c332-bf1d-5145-bdb9-cf785810061b,Belanak,Valamugil cunnesius,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
3ce31e04-9b48-5bc7-926f-0f7a8478c7b3,b3569d3c-5839-5ae9-a817-62ff4816b7f9,Bulu Ayam (Ikan Masin),Coilia spp.,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,3,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
48848d21-8e4e-5463-ab5e-e3595d5eef0d,787f6b9c-2c57-5182-bf4f-daa1bc44f505,Bulus,Sillago sihama,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
18cf3620-ede3-5be0-b3d1-500e6ec5800f,dcc81043-d6fa-53b1-8524-4f54e65f29c5,Cencaru,Megalaspis cordyla,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Dense enough to survive a long simmer in asam pedas.,Cukup padat untuk direneh lama dalam asam pedas.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
5ac0858f-2b2f-58e0-bd44-5a88ea642609,dc1e3515-68d0-53e5-8e92-78b919a45819,Chinook Salmon,Oncorhynchus tshawytscha,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,3,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
bc456c27-6285-5857-ae1f-1ff373bfd1a0,e6548466-ddee-5869-9c37-ebefe823902a,Hoki,Macruronus novaezelandiae,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
deee35ef-a8b5-5863-8847-c49556cb1cd5,f3f3c7bd-1eb7-564c-8637-5ab161a95cd9,Ikan Bilis,Stolephorus spp.,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
227ecb3d-f7a2-55be-b9a2-abf53a82e966,f7f3bd66-5b34-5036-b7c7-c5db69f59d56,Ikan Delah / Tauhu,Caesio cuning,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
e23bec15-2045-519a-bd41-767bacb68503,dbab3447-e562-5df2-903a-86809d88870f,Ikan Gelama,Sciaenidae spp.,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
66f2a252-1d3f-54fe-aa1f-6dc5c0aa4b0a,1440811b-b95a-5652-b0e0-434ecfd6323d,Ikan Merah,Lutjanus sebae,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Holds its shape through a long-simmered gulai.,Kekal utuh dalam gulai yang direneh lama.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
c672641c-bb9c-55b8-ba80-d861da7f339d,b90ffdd1-e4da-5c5c-adb4-00af3f3cfec9,Ikan Sebelah,Pseudorhombus malayanus,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,3,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
6f818ba1-5421-538b-8cb5-fd3ae18647a0,00c81692-08d3-5646-9562-b0e193c6b01d,Ikan Selar,Decapterus akaadsi,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
9d2466b6-feec-57f5-97e1-f5c353e835d6,3fa4c3d3-6a40-5afe-9a71-e918908005cd,Jenahak,Lutjanus johnii,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Dense flesh survives a long simmer in rich gravy.,Isi padat tahan direneh lama dalam kuah pekat.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
c3b49919-8c8c-5edf-b8b5-637a8a38a455,53ea2f5b-a7fa-5a46-af87-ef2b5986493f,Jerung / Yu,Elasmobranchii,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,3,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
9780088e-292a-591a-a83c-afaf3044cd50,f45cfa27-8dde-5573-8feb-7200f9c31b68,Kekacang,Sphyraena jello,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
e584a9b1-33f0-57cc-b83c-6e986467975b,608a74b4-6aa2-547d-b2a6-999c50ff76c8,Kembung / Pelaling,Rastrelliger kanagurta,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,5,Firm enough to hold its shape in a long-simmered gulai or asam pedas.,Cukup padat untuk kekal utuh dalam gulai atau asam pedas.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
ea280064-3aa7-51e8-a8a5-482a9c10f53f,f2f586cf-acf7-5b50-ab95-515cd304e24c,Kerapu Bebeh,Epinephelus sexfasciatus,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,3,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
302bac53-256a-56cf-9840-951a599321a6,3a0e01e6-f1fd-5aca-b0db-7774fe34c8fe,Kerapu Bintik,Epinephelus coioides,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,2,"Technically fine, but heavy spice buries an expensive fish.","Boleh, tetapi rempah pekat menenggelamkan ikan mahal ini.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
134be093-b0d6-51e0-acc2-8d14b8bca4b5,63a81cd6-1863-5de3-8bbe-522cc8dfc174,Kerapu Ekor Gelap,Epinephelus bleekeri,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,3,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
88ad93b8-ca59-5095-921b-1449aded518b,bba68ffe-e598-52de-8a2f-55c2b3dc72bf,Kerapu Harimau,Epinephelus fuscoguttatus,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,3,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
017c2aa3-aa96-531a-9783-0525550850d5,ca3791a3-90f1-58b6-9608-990030b0da6d,Kerapu Kertang,Epinephelus lanceolatus,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,3,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
6abcfd5c-68a9-5de3-b209-9fc8caaaeb82,c63f314c-ac5c-59b9-aa35-3fd53cdb1e7e,Kerapu Lumpur,Epinephelus malabaricus,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,3,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
dd08de9b-4f2d-5587-9422-6b8f5597e5d9,c597ee21-dbb2-50fd-bc28-84af0c6d2679,Kerapu Sunoh / Kerapu Bara,Plectropomus spp.,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,3,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
287f3c28-eee7-595d-9b81-34e3b871510f,8d13780f-7823-5bc3-85a6-9208f82cc61a,Kerapu Tikus,Cromileptes altivelis,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,3,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
3a99d71e-db9d-57e0-95da-2aa49030fc28,b749d650-2ed8-5256-b41a-403d8539f9d8,Kerepoh,Caranx sexfasciatus,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
c3d9b7b1-1506-5b17-a70b-550a13209cd3,491027d9-66f3-5dc7-a816-b9f560718b15,Kerisi,Nemipterus japiconus,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,A standard everyday gulai fish.,Ikan gulai harian yang biasa.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
32736c77-1dac-5afa-b039-1a6d1f9f3c94,5905d77c-5e2f-5df3-aca9-8c3c84ecb80e,Kikek,Leiognathus spp.,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,3,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
0055adb2-2d1a-5b06-9416-36fe26b75931,a7afdf3b-097a-50c1-854d-b6c35e17426c,Kunyit-kunyit,Lutjanus vitta,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
d28eef53-15d6-5c08-89a2-3965e97dacb8,b25c5956-4f70-52d4-9d3e-301769d3fccd,Kurau,Polydactylus plebeius,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
5a73c08b-f89f-5d2e-b226-f3627c4d9279,1e3a96db-c8de-5285-80e1-04fbe8a223a0,Mameng,Cheilinus undulatus,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,3,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
2c29621a-f5b4-5f13-a457-82b76d535332,00d6e647-3535-529c-af4a-1124a011c515,Mata Besar / Lolong,Selar crumenophthalmus,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
7c427bf5-9317-5bd2-800a-0ea673a31dc8,328c8499-23b4-5be7-87f3-7688e88bd6ff,Parang,Chirocentrus dorab,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
7468822c-301d-5e2d-bca2-e52793476e57,49ae87d7-0fbc-50bf-b4c6-aa04d00ef64d,Pari,Chondrichthyes,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,5,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
6f43f801-feac-5db0-ac8d-0b5bb8bf5236,04bcdb32-1d9e-5df1-a1e1-cb0a44c11f8d,Patin,Pangasius bocourti,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,5,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
98f79605-ee6a-5bfb-982b-0c084e8fcdbd,7ad367a0-4776-5bf1-871b-f6d081d9ffb8,Pelata,Alepes melanoptera,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
59d8e02e-d24c-551a-9f18-f87eff1a0375,8e3ee730-084d-5713-ab32-8fa7fca349d5,Selar Kuning,Selaroides leptolepis,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Common in a quick weekday gulai or asam pedas.,Biasa dalam gulai atau asam pedas harian.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
3db421e0-6632-52be-8303-abdd76954236,c4295eb1-33e4-540f-818c-cd55b1efa472,Siakap Merah,Lutjanus argentimaculatus,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,5,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
99525d95-dab8-542a-9f77-f3e3b4807f41,b2059a7e-a8d7-5071-8fb7-1d7ca5a8af89,Siakap Putih,Lates calcarifer,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
891a0311-5fd9-54b0-b938-36c2084e7973,222857e2-5cb3-5dd1-81b8-511c2b2c66b9,Tamban / Sardin,Spratelloides gracilis,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
94f0e76a-519f-5752-9306-dfdcb77d71c9,adeb0c21-f1f0-5e00-99c8-fa72bb31126b,Tenggiri,Scomberomorus commerson,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,5,The standard fish for gulai and asam pedas; steaks hold together.,Ikan gulai dan asam pedas yang standard; kepingannya kekal utuh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
c790af2d-5add-5a9d-900c-1c7c59a8d24c,b3548e4a-87f5-5ba8-ba37-aa8e1b16a38b,Terubok,Tenualosa macrura,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
b409c128-7b60-541a-bd23-6aafb6bedca5,df8617d0-acd5-526d-a23b-14562c190322,Tilapia,Oreochromis Niloticus,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Neutral flavour absorbs whatever gravy it sits in.,Rasa neutral menyerap kuah dengan baik.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
ad798b43-ca99-5799-93f2-2a45aa6dd3c4,cc120590-6ccb-526d-86ff-f90d604c6dd4,Tongkol,Thunnus tonggol,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
1a88af69-074d-5e55-9bdd-2b3cc48e198f,69219448-e83d-504c-9bec-3194f65be055,Tongkol Kurik,Euthynnus affinis,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
6dde517f-1a4f-5b7e-9238-255084413e7f,fb3f8f7f-74e3-5512-bf12-19970dc62d37,Tongkol Selasih,Auxis thazard,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
720d4afc-e546-5c39-ab35-c89cd83a5f19,292c1ed0-2215-5c67-ac1c-7710b3697741,Alaskan Pollock,Gadus chalcogrammus,953d8a80-a11d-5088-9f3b-5f95e5cd5061,FRY,Fry,Goreng,4,Crisps well in the pan and suits whole-fish or firm cuts.,Sesuai digoreng kerana tekstur atau saiznya membantu menghasilkan hasil yang rangup.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
ca5d2830-6493-5bb1-8b0e-32648d6ede2c,d150c6ad-d7e4-5c08-a5d2-f97302982eb6,Albacore Tuna,Thunnus alalunga,953d8a80-a11d-5088-9f3b-5f95e5cd5061,FRY,Fry,Goreng,3,Crisps well in the pan and suits whole-fish or firm cuts.,Sesuai digoreng kerana tekstur atau saiznya membantu menghasilkan hasil yang rangup.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
c3d6a122-6a49-53a3-ad30-7a281b2c2ee9,8dfd2a08-9844-50b1-9b6f-2ff5b0c59323,Atlantic Bluefin Tuna,Thunnus thynnus,953d8a80-a11d-5088-9f3b-5f95e5cd5061,FRY,Fry,Goreng,3,Crisps well in the pan and suits whole-fish or firm cuts.,Sesuai digoreng kerana tekstur atau saiznya membantu menghasilkan hasil yang rangup.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
ec31fe19-037e-552c-a0dc-d2e04669f5be,f1dab74d-a855-5f5d-a9a2-c01b6c8033c0,Atlantic Cod,Gadus Morhua,953d8a80-a11d-5088-9f3b-5f95e5cd5061,FRY,Fry,Goreng,4,Crisps well in the pan and suits whole-fish or firm cuts.,Sesuai digoreng kerana tekstur atau saiznya membantu menghasilkan hasil yang rangup.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
c9bd52c5-1158-579e-a1f2-6a622d8a2f73,453db1e5-0afa-55ab-8777-6cab90b6e60d,Atlantic Salmon,Salmo salar,953d8a80-a11d-5088-9f3b-5f95e5cd5061,FRY,Fry,Goreng,3,Crisps well in the pan and suits whole-fish or firm cuts.,Sesuai digoreng kerana tekstur atau saiznya membantu menghasilkan hasil yang rangup.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
8674c4f2-b3ba-5581-9f3f-16d10a598b62,e7f4f09f-f5c8-5362-9dd3-6f4b98b57b87,Bakulan,Katsuwonus pelamis,953d8a80-a11d-5088-9f3b-5f95e5cd5061,FRY,Fry,Goreng,3,Crisps well in the pan and suits whole-fish or firm cuts.,Sesuai digoreng kerana tekstur atau saiznya membantu menghasilkan hasil yang rangup.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
1212d69c-12da-57fb-989c-a41f4a52dc2a,b378fd3b-a2bd-54f0-ae62-ec109d465d2d,Bawal Emas,Trachinotus blochii,953d8a80-a11d-5088-9f3b-5f95e5cd5061,FRY,Fry,Goreng,4,Crisps well in the pan and suits whole-fish or firm cuts.,Sesuai digoreng kerana tekstur atau saiznya membantu menghasilkan hasil yang rangup.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
533a184b-4e63-53d0-9a40-6047b9771ca6,3b4727fe-fcd7-568d-8edd-0d4862da14b9,Bawal Hitam,Parastromateus niger,953d8a80-a11d-5088-9f3b-5f95e5cd5061,FRY,Fry,Goreng,4,"Flat body crisps evenly, though it is an expensive fish to fry.","Badan leper menjadi rangup sekata, tetapi mahal untuk digoreng.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
603d8809-d365-5c17-ae3a-8ce669396b60,6169fc2a-3362-5575-a0fd-c92fb029d921,Bawal Putih,Pampus chinensis,953d8a80-a11d-5088-9f3b-5f95e5cd5061,FRY,Fry,Goreng,4,Flat body crisps evenly in a shallow pan.,Badan leper menjadi rangup sekata dalam kuali cetek.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
5d34b75e-72d1-5689-9e9e-442c735392a0,bce9c332-bf1d-5145-bdb9-cf785810061b,Belanak,Valamugil cunnesius,953d8a80-a11d-5088-9f3b-5f95e5cd5061,FRY,Fry,Goreng,4,Crisps well in the pan and suits whole-fish or firm cuts.,Sesuai digoreng kerana tekstur atau saiznya membantu menghasilkan hasil yang rangup.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
7d27f139-14d8-5a59-93e1-359ab9442189,b3569d3c-5839-5ae9-a817-62ff4816b7f9,Bulu Ayam (Ikan Masin),Coilia spp.,953d8a80-a11d-5088-9f3b-5f95e5cd5061,FRY,Fry,Goreng,4,Crisps well in the pan and suits whole-fish or firm cuts.,Sesuai digoreng kerana tekstur atau saiznya membantu menghasilkan hasil yang rangup.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
8ce90b64-c8b4-5984-a4b3-7346f90396b5,787f6b9c-2c57-5182-bf4f-daa1bc44f505,Bulus,Sillago sihama,953d8a80-a11d-5088-9f3b-5f95e5cd5061,FRY,Fry,Goreng,5,Crisps well in the pan and suits whole-fish or firm cuts.,Sesuai digoreng kerana tekstur atau saiznya membantu menghasilkan hasil yang rangup.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
b29e713a-46b0-5497-8d7b-af1cbb8a95fa,dcc81043-d6fa-53b1-8524-4f54e65f29c5,Cencaru,Megalaspis cordyla,953d8a80-a11d-5088-9f3b-5f95e5cd5061,FRY,Fry,Goreng,5,"The classic cencaru sumbat: split, stuffed with sambal, fried whole.","Cencaru sumbat klasik: dibelah, disumbat sambal, digoreng utuh.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
099cc0ec-1ad7-58c6-83f5-bcaf3b387bd0,dc1e3515-68d0-53e5-8e92-78b919a45819,Chinook Salmon,Oncorhynchus tshawytscha,953d8a80-a11d-5088-9f3b-5f95e5cd5061,FRY,Fry,Goreng,3,Crisps well in the pan and suits whole-fish or firm cuts.,Sesuai digoreng kerana tekstur atau saiznya membantu menghasilkan hasil yang rangup.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
33929990-4db0-5d1b-971d-44a705a5bee5,e6548466-ddee-5869-9c37-ebefe823902a,Hoki,Macruronus novaezelandiae,953d8a80-a11d-5088-9f3b-5f95e5cd5061,FRY,Fry,Goreng,4,Crisps well in the pan and suits whole-fish or firm cuts.,Sesuai digoreng kerana tekstur atau saiznya membantu menghasilkan hasil yang rangup.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
2c787672-4469-5b3f-97a6-750b3fc14eb0,f3f3c7bd-1eb7-564c-8637-5ab161a95cd9,Ikan Bilis,Stolephorus spp.,953d8a80-a11d-5088-9f3b-5f95e5cd5061,FRY,Fry,Goreng,5,Crisps well in the pan and suits whole-fish or firm cuts.,Sesuai digoreng kerana tekstur atau saiznya membantu menghasilkan hasil yang rangup.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
8ae9c6a3-0780-53a9-9482-6514c4b79059,f7f3bd66-5b34-5036-b7c7-c5db69f59d56,Ikan Delah / Tauhu,Caesio cuning,953d8a80-a11d-5088-9f3b-5f95e5cd5061,FRY,Fry,Goreng,4,Crisps well in the pan and suits whole-fish or firm cuts.,Sesuai digoreng kerana tekstur atau saiznya membantu menghasilkan hasil yang rangup.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
